obj_id	age	sex	jjiasu	jjiansu	jzhwan	jshache	avg_mileage	avg_time	night_time	avg_speed	avg_fuel	cxgl
15010517580385778	48	1	2.3200	5.0400	0.1200	0.0800	118.2711600000	177.154667200	19.4400	31.7200	6.067600	0.313724
15011113252888411	45	1	1.4286	3.9286	0.2143	0.0000	69.2850714286	100.310714285	7.9286	30.6429	10.792143	0.18270714
15012914563929940	48	0	0.0000	0.7500	0.0000	0.0000	21.1310000000	51.866668750	3.2500	17.1250	5.031250	0.05175
15020713264089903	26	1	14.5600	4.2400	0.2000	0.0800	111.4171600000	158.871333600	41.2000	29.8000	9.375200	0.294212
15020713282780180	33	0	0.2727	0.7273	0.3636	0.0000	42.7113636364	97.276515454	19.0909	24.9545	5.442273	0.03930909
15030613512626603	34	1	0.2632	1.1053	0.3684	0.0000	43.5786842105	88.090350000	1.4737	21.4737	5.857895	0.05268947
15031613285290123	30	1	3.0000	2.9048	0.7143	0.0000	37.1820000000	67.301586666	1.3333	30.0476	6.979048	0.13584286
15041508340988525	48	0	0.2857	1.8571	0.0000	0.2857	16.9402857143	53.980951428	0.0000	16.8571	8.241429	0.06414286
15042413140214097	49	1	2.3158	3.1053	0.4737	0.0526	93.8830526316	154.783332631	9.3684	28.5789	7.027895	0.17448421
15042415303814783	31	1	7.3182	2.5000	0.9545	0.0000	45.5287727273	85.590151363	7.0455	29.1818	7.159545	0.16620455
15043014064097118	54	1	8.2917	2.2083	0.2917	0.0000	58.2092500000	109.196527500	0.0000	26.8333	6.736250	0.18795417
15050113215518870	46	1	3.0000	5.3333	0.0000	0.0000	277.5650000000	242.305556666	0.0000	50.0000	2.823333	0.487
15050114310516754	29	1	7.0000	2.3077	0.3846	0.0769	114.2793076923	142.310256153	25.8462	39.7692	6.379231	0.27096923
15050115470715911	24	0	0.3333	1.2500	0.1667	0.0000	30.9946666667	85.920832500	11.6667	19.3333	7.738333	0.04020833
15050414411719854	23	1	1.6250	1.0000	0.3750	0.0000	71.6036250000	132.425001250	0.0000	24.1250	8.700000	0.186275
15050915303855687	48	0	0.1600	3.2400	0.1600	0.0800	109.1042000000	179.428000000	20.4000	28.9600	7.436400	0.201812
15051409164755786	46	0	6.5714	0.8571	0.1786	0.0357	67.3218214286	115.522619642	10.4643	31.1429	8.996429	0.15163929
15052513152135947	29	1	1.5000	1.0385	0.0385	0.0385	36.5692307692	89.105126923	17.4231	24.0385	8.500769	0.07261154
15052513411238803	29	1	1.6000	2.0000	0.2000	0.0000	47.1356000000	89.223332000	18.0000	32.8000	8.214000	0.0567
15052812074337820	24	1	7.7143	2.8571	0.3810	0.0476	74.0778571429	113.582539523	24.3810	32.2857	8.540476	0.23017619
15052908142138394	30	0	0.0588	2.2353	0.5294	0.2353	70.3450000000	109.296078235	14.4706	34.0588	7.302353	0.1198
15053015244930085	40	1	4.4000	5.0000	0.1333	0.2667	51.8129000000	114.560556000	7.8333	24.2333	12.649333	0.22564667
15053113514632103	29	0	0.6500	1.4500	0.1000	0.0500	19.1166500000	62.115834000	3.8000	15.8000	7.776000	0.05409
15060809331138933	35	1	2.2000	1.2500	0.1000	0.0500	92.4522500000	108.026667000	0.0000	30.7500	5.850000	0.155685
15061813234323119	43	1	2.2759	2.2414	0.1724	0.0000	38.6379310345	104.176437241	22.5172	21.1379	8.405517	0.09749655
15062613283342183	52	1	0.9655	1.1724	0.2414	0.0690	38.8221379310	135.094252413	15.3793	16.9310	7.520690	0.08308966
15062914382335558	32	1	1.0625	1.0000	0.0625	0.0000	27.2292500000	89.302083125	6.1250	18.3750	7.898125	0.04385625
15070113364491167	32	1	3.2667	2.6000	0.2667	0.0000	104.7813333333	225.117777000	50.1333	21.7333	9.298667	0.21209
15070814515554177	31	1	1.7692	0.8462	0.1538	0.0385	41.3583846154	107.046795384	2.0000	17.9231	8.897308	0.07359615
15070913184754235	38	0	2.0690	2.3793	0.2759	0.0345	59.6684827586	109.502872758	9.3448	32.3448	6.440690	0.11932414
15071513140460628	45	1	16.5000	2.8846	0.1923	0.0769	66.7016538462	122.038460769	1.2692	24.6154	10.834231	0.24916538
15071515130765517	24	0	4.6000	4.3200	0.3200	0.0400	66.9020400000	164.335333600	25.8400	22.4800	9.087600	0.23552
15072117185037371	37	1	11.1935	5.0000	0.6774	0.0645	161.4386129032	221.824731612	35.9355	36.2581	6.648065	0.37534194
15072309483933943	33	0	1.2000	0.2000	0.4000	0.0000	39.0180000000	81.636668000	1.6000	21.8000	7.530000	0.0556
15072413483779909	56	1	0.7222	1.3889	0.1667	0.0000	29.6506111111	59.944443888	7.7778	29.6111	6.545556	0.03441667
15072709115977137	43	0	1.8667	1.7667	0.4667	0.0000	43.0617000000	91.452223000	12.1667	28.3667	6.495000	0.08694333
15072709185677773	29	0	0.0833	1.8750	0.0000	0.0417	36.6416250000	94.410416666	6.8750	23.1667	7.803333	0.06325417
15072914353829658	27	1	8.5000	2.8000	0.0667	0.0333	35.2264666667	89.300555666	7.3000	20.8667	10.053333	0.18020333
15073009351527057	32	0	7.0370	4.6667	0.1111	0.0370	102.8067407407	150.758641851	32.3333	26.8889	9.278889	0.24682222
15073015323925376	38	1	1.8889	0.9630	0.2222	0.0000	32.9873703704	84.459259259	12.6667	21.3333	7.761111	0.05796296
15080115363434304	39	1	1.0556	7.4444	0.3889	0.1111	32.5213888889	88.257407222	15.4444	19.8333	7.383889	0.23330556
15080313205514569	27	0	2.9667	2.0667	0.2000	0.0333	43.6404666667	90.723888666	4.5667	19.6667	7.825667	0.10993
15080313242215011	46	1	2.2500	2.3750	0.2500	0.0000	345.8947500000	339.258332500	51.8750	49.2500	5.876250	0.262275
15080313255515236	34	1	1.6957	2.6957	0.1304	0.0435	103.6342608696	160.597101739	4.4783	34.5652	6.247826	0.14776087
15080409542914046	37	0	3.6923	3.7308	0.5769	0.0385	74.9195769231	119.544230000	1.8462	26.4615	11.901923	0.22373846
15081008525015583	28	0	1.1290	2.0645	0.0000	0.0645	37.5616451613	101.910213870	10.9677	20.6774	8.497742	0.07182581
15081213272486202	35	0	1.4545	3.3182	0.1364	0.2727	18.2453636364	79.523484545	2.3182	12.6818	10.604545	0.10518636
15081317440787719	24	0	7.8000	2.8000	0.4000	0.0000	20.3316666667	70.546666000	33.5333	15.0667	8.050000	0.14883333
15081909382562611	30	1	1.0645	1.4194	0.0645	0.0323	29.0970645161	106.911290645	1.0323	15.3871	9.895161	0.05685484
15081913223860359	24	0	0.7500	1.3750	0.0000	0.0000	13.9085000000	70.445832500	7.7500	10.6250	8.650000	0.0295875
15082413243856943	59	1	1.0800	1.4800	0.2000	0.0800	28.7958400000	81.196666000	7.4800	21.5600	8.064400	0.056108
15082511131158008	31	1	0.4000	2.4000	0.0800	0.0000	40.9641200000	94.531333600	1.4400	25.0800	6.671600	0.097352
15082513301956850	53	1	1.5385	2.4615	0.0000	0.0000	50.6647692308	97.271795384	1.5385	31.3846	6.911538	0.08870769
15082613165154125	44	1	2.7742	1.0968	0.1613	0.0000	67.9719032258	110.240860000	2.9032	30.3548	7.025806	0.10394839
15082613300455883	28	1	3.7692	1.9231	0.0000	0.0000	78.7792692308	148.958332692	13.3077	22.1154	8.178462	0.15697692
15082713121553833	32	1	12.7667	1.4333	0.2667	0.0000	66.1523000000	92.925555000	12.3000	43.7000	6.724333	0.24117333
15083013273281966	36	0	0.3077	1.4615	0.0000	0.0000	59.3114615385	102.604487307	12.6923	23.3462	8.788077	0.10577308
15083108395189879	37	1	13.0323	4.8710	0.7097	0.1613	92.1072258065	176.727956774	45.3226	29.5161	6.764516	0.30737419
15083108504481926	27	0	7.2581	1.1613	0.0323	0.0323	44.3764193548	116.211290322	6.5484	19.6129	12.103871	0.17027419
15083109535284773	30	1	1.7419	4.0323	0.1935	0.0000	70.4276451613	121.466127741	20.4839	25.9032	8.851935	0.15473548
15090109263495684	29	0	1.6000	1.0400	0.2400	0.0000	35.2034800000	78.330666400	0.0000	22.1600	7.594400	0.065964
15090208372799899	25	0	0.5000	3.1667	0.6667	0.0000	36.8350000000	74.384722500	0.0000	28.8333	7.206667	0.08744167
15090310374595099	29	1	0.7778	2.5000	0.3333	0.0556	32.8251666667	56.320371111	0.0000	23.1111	5.613333	0.07620556
15090709412999228	27	0	9.9231	1.8846	0.5385	0.0385	36.6016538462	107.469871153	6.0000	20.0385	8.185385	0.17198077
15090808463893078	41	1	2.3333	1.6667	0.3333	0.0000	88.7748333333	122.430556111	7.5556	29.5000	6.997778	0.12206111
15090809030795988	46	1	0.3636	2.4545	0.0000	0.1818	23.0736363636	54.669697272	10.8182	17.0909	6.468182	0.07263636
15091514083213755	37	1	1.0645	2.2258	0.0645	0.0000	27.5439677419	62.352688387	5.9355	24.0968	10.539032	0.09205806
15091609032867925	27	0	0.9000	0.5667	0.1000	0.0000	17.8095000000	52.595000333	2.0333	19.2000	6.109000	0.03038667
15091609414366332	29	0	1.8182	3.4545	0.2727	0.1818	86.9657727273	138.004545000	16.2727	29.7727	8.112727	0.18309091
15091708560862833	41	1	0.1053	0.7895	0.0526	0.0000	25.4440000000	59.199999473	11.6842	26.0000	7.424737	0.01952632
15091709180467290	29	1	8.8276	5.8276	0.0345	0.1034	51.6258965517	164.797701034	15.5517	17.4138	9.702759	0.26835517
15091914124588729	39	1	8.7097	4.1290	0.5161	0.0000	60.0067096774	159.235484516	21.5484	20.6774	8.760968	0.24655484
15091914303281749	55	0	0.3462	0.8846	0.1154	0.0385	32.5013076923	93.437820769	5.7692	19.1538	9.394231	0.02829615
15092012590386262	33	1	4.3846	3.4615	0.3846	0.0000	190.3380769231	210.108973846	0.7692	44.9231	6.205385	0.26416154
15092308453781097	36	0	2.6400	5.3200	0.8000	0.0800	117.8156000000	167.622666800	7.7200	32.9200	8.216000	0.260456
15092408523585578	30	1	6.0769	3.0000	0.2308	0.0769	35.0126923077	73.123076153	13.8462	26.6154	9.991538	0.13213077
15092714450658451	39	1	6.7742	2.7742	0.3871	0.0645	117.3036129032	155.990322903	23.4839	33.8387	7.522581	0.22800968
15092715350256278	29	1	0.9130	2.0870	0.0435	0.0870	47.3143043478	85.542753043	11.9130	27.0000	8.015217	0.08398261
15093009012652393	51	1	1.5000	0.4167	0.1667	0.0000	62.5798333333	103.518055000	0.0000	23.3333	8.917500	0.09141667
15093009292858278	25	0	2.6452	1.5161	0.0645	0.0000	44.3822580645	101.150537741	8.1290	21.4516	7.776774	0.11196129
15101115290857764	25	0	0.2273	1.5909	0.3636	0.0000	36.3760000000	100.691666363	21.0909	19.4091	8.626818	0.08582727
15101208472155755	29	0	1.5455	2.6364	0.0909	0.0000	45.5265454545	90.728787272	8.6364	19.2727	7.150000	0.09910909
15101308540056493	36	0	1.1500	3.7500	0.2000	0.0500	63.9190000000	151.544999000	39.0000	25.7500	8.065000	0.16531
15101408491445534	26	1	0.3333	0.9583	0.1250	0.0000	64.3443750000	90.724306666	18.2500	26.8750	8.329167	0.05025
15101508585839687	36	0	0.4667	2.6000	0.0000	0.0667	10.8633333333	52.727777333	0.0000	11.9333	11.713333	0.06907333
15101511224549853	37	0	1.2222	2.5926	0.0000	0.0000	36.2371111111	114.935184814	4.4444	18.6667	9.635185	0.16451852
15101716231194375	40	1	0.3333	0.0000	0.0000	0.0000	0.4560000000	11.955556666	0.0000	1.6667	0.000000	0.0069
15102008475859531	28	1	5.2667	1.6000	0.0000	0.0667	98.9498666667	146.550000000	18.9333	26.4667	7.614667	0.15455333
15102409355269685	38	0	0.5000	2.5000	0.0000	0.0000	52.1705000000	181.775000000	4.5000	16.5000	8.830000	0.0801
15102417542165804	30	0	0.2308	1.3846	0.1154	0.0000	44.1698846154	107.257051923	0.0000	23.7308	7.430000	0.03900385
15102609053968322	37	0	1.2500	3.3000	0.2500	0.0500	77.7916000000	166.583333500	9.5000	25.1000	7.001500	0.162845
15102708574262080	53	1	0.0000	1.7000	0.2000	0.1000	186.2019000000	215.153331500	6.5000	46.9000	5.118500	0.216765
15102809515796477	27	1	2.7778	2.1111	0.0370	0.0000	59.3886296296	124.466048888	7.2963	25.9259	7.473333	0.08521111
15103121455492951	39	1	3.2000	1.6667	0.7333	0.0333	45.1888333333	119.489445666	54.0000	22.6667	6.860333	0.23916667
15110110171691860	51	1	0.6667	1.4444	0.2222	0.0000	226.1338888889	297.764814444	20.8889	38.6667	10.838889	0.17353333
15110514580922206	34	0	2.7419	1.2581	0.0968	0.0000	59.8180967742	118.046773870	10.4194	22.1613	10.621613	0.10202258
15110908444525721	37	1	0.4167	2.1667	0.1250	0.0833	82.4917916667	149.763195000	41.0417	26.4583	7.047500	0.10342083
15111008450923070	54	0	0.0833	0.9583	0.0417	0.0000	16.7381666667	57.986111250	3.7083	15.2083	10.240417	0.02269583
15111008494824170	29	0	0.0000	1.3750	0.0417	0.0000	25.5609583333	75.968055416	1.4167	19.8750	8.497500	0.01777083
15111308512499552	44	0	0.7333	4.1333	0.2000	0.2000	102.9464666667	146.660000000	0.5333	31.4667	6.980667	0.21306667
15111313160696578	33	1	1.7000	1.9000	0.2000	0.0000	231.3027000000	219.453333000	34.7000	36.5000	6.157000	0.18779
15111415323443594	29	1	1.9667	3.0333	0.0000	0.0000	52.8373000000	127.422777000	23.4000	21.2667	8.794667	0.10764667
15111418160948124	33	1	0.6400	1.5200	0.0000	0.0400	87.1846000000	156.157332800	14.8000	28.6800	13.929600	0.09748
15111808492453650	29	0	1.6538	1.0000	0.1154	0.0385	33.7048461538	108.180769230	17.6923	17.3846	12.093462	0.06771538
15111809004056256	36	1	1.3333	0.6667	1.0000	0.0000	164.4296666667	186.477776666	0.0000	39.6667	8.173333	0.19186667
15111919124551598	41	1	3.0000	2.8889	0.0000	0.0000	45.3324444444	126.200000000	1.1111	18.3333	9.561111	0.13838889
15112008510654292	44	1	13.0645	7.5161	0.5161	0.2903	82.6930000000	151.280645161	19.9032	29.0323	7.089677	0.3961129
15112008585856203	28	0	4.0000	2.6667	0.0000	0.0000	100.4685000000	188.033331666	22.3333	21.3333	10.813333	0.16275
15112409151754153	40	0	0.3750	2.3750	0.2500	0.0000	36.5573750000	88.179165000	3.2500	26.6250	8.158750	0.0485625
15112409194155261	31	0	0.4815	1.7407	0.1111	0.0741	39.1134814815	102.887654814	5.8889	18.7037	8.887037	0.06757778
15112814555221534	42	1	6.1000	5.0000	0.3333	0.1333	137.9418333333	244.782777333	15.0667	25.3333	9.694000	0.34523
15112815191426600	36	1	6.7241	2.2414	0.1034	0.0345	84.2823448276	171.127586206	51.9310	27.3793	8.151034	0.23022414
15112914143620595	28	0	4.7143	5.0714	0.0357	0.1071	46.0437500000	117.316071428	19.3571	23.8571	40.428214	0.25093929
15113017373823591	31	1	0.0000	0.0000	0.0000	0.0000	0.1120000000	6.333330000	0.0000	1.0000	0.000000	0.0046
15120113303338932	40	1	6.8571	3.2857	0.5357	0.0714	117.4061071429	137.744047142	18.7857	29.9643	34.353571	0.30740714
15120309102330093	42	1	10.5185	4.1481	0.2593	0.0370	72.8982592593	138.519135925	4.7037	30.0741	7.715926	0.23800741
15120514194327309	48	1	8.0323	10.7419	0.0323	0.2258	83.2955806452	165.414516451	10.8065	29.6129	36.240323	0.42472581
15120518571521256	36	1	2.5000	0.8636	0.7727	0.0000	30.9755000000	96.640150909	3.3182	15.3636	7.270000	0.11722727
15120709530328236	41	1	5.5357	1.3929	0.3214	0.0000	39.4824285714	129.232738214	34.2500	20.1786	23.163214	0.15998571
15120910204164098	35	0	0.2105	1.3158	0.0526	0.0526	68.4281578947	91.742105789	2.3158	43.5789	6.675263	0.04024737
15121120480439302	32	1	0.9583	2.9167	0.0417	0.0417	33.5356666667	82.597916250	11.6250	17.2917	10.181250	0.1375875
15121314363237778	48	1	18.0556	4.1111	0.2222	0.0000	75.3114444444	104.626852222	2.2778	29.3333	6.512778	0.22656111
15121418101139357	35	1	10.2000	2.4000	0.0000	0.0000	13.3464000000	41.736668000	2.8000	12.2000	3.914000	0.10626
15121519425133368	35	0	0.0000	0.8333	0.0833	0.0000	82.9144166667	120.694445000	0.0000	36.6667	6.021667	0.0563
15121809530537883	27	0	0.7143	1.5714	0.0714	0.0000	16.3144285714	68.845239285	11.4286	13.1429	10.067143	0.03519286
15121917452730170	41	1	0.7097	1.9677	0.0645	0.0645	179.9961290323	219.036559032	2.8387	35.4516	6.366129	0.24909032
15122109343437525	28	0	1.0000	1.1000	0.1000	0.0000	45.9067000000	106.001666000	2.1000	23.0000	9.115000	0.04234
15122208541227384	37	1	5.7333	3.8333	0.4000	0.0667	109.1018666667	178.182222666	27.6333	26.1333	7.648333	0.24265
15122212481524506	49	1	0.0400	1.3200	0.8800	0.0400	43.5685600000	90.290666800	0.9200	26.7600	7.038000	0.102704
15122313125428498	38	1	5.9667	4.1333	0.2333	0.1000	95.8476666667	181.537777333	14.9333	28.8667	11.092667	0.34420667
15122319012225898	31	1	2.4839	3.3871	0.0645	0.0323	25.4090000000	64.059677419	2.6452	20.9032	10.145806	0.10377419
15122409003022896	39	1	2.0968	1.2258	0.1613	0.0000	31.8045806452	99.716129354	10.8065	16.8387	9.873871	0.06379677
15122410360525635	48	0	1.5833	3.5000	0.0833	0.1667	63.1816666667	169.263889166	9.2500	20.6667	10.910833	0.22775
15122609434031830	24	1	2.8929	1.3929	0.0000	0.0357	114.7646785714	206.099405357	23.7500	29.9286	6.447143	0.17668571
15122611164437348	39	0	0.5714	0.8571	0.0714	0.0000	113.6832142857	190.345238571	23.5714	24.7143	10.927143	0.12525714
15122612430839200	49	1	2.9444	0.9444	0.1667	0.1111	42.7510000000	85.467592777	0.0000	29.1667	6.591667	0.06811667
15122612464030364	45	0	0.2857	0.8571	0.0000	0.0714	11.6253571429	56.961905714	0.0000	11.1429	13.552857	0.02584286
15122810535436605	38	1	1.8846	2.0385	0.1923	0.0769	77.3299230769	152.464744230	8.6538	27.6154	12.889231	0.18777692
15122909063485428	29	1	2.7419	4.0645	0.6774	0.0968	61.0060322581	123.255376774	3.4516	22.3548	7.842903	0.15309677
15123008531927301	33	0	6.7222	2.2222	0.1111	0.0000	153.8237777778	176.068518333	30.2778	38.0000	8.016667	0.29385556
16010218435352215	48	1	0.4783	0.4348	0.0870	0.0000	76.6634782609	173.131884782	21.8261	24.6087	11.650870	0.11367826
16010409382259911	26	0	3.7273	1.2273	0.0000	0.0455	48.0927272727	72.168939545	0.4091	30.8182	6.088182	0.10973182
16010415440259542	44	0	0.3000	2.6000	0.0500	0.0000	44.8160500000	78.149999500	1.8500	27.9000	8.128000	0.04642
16010415573553042	35	1	2.7742	2.6452	0.3226	0.0323	82.6819032258	145.460214516	34.8710	30.1935	7.008065	0.18726129
16010508464683724	35	1	28.8966	6.8621	0.6207	0.1034	44.2311379310	116.632759310	7.1379	23.0345	8.774483	0.24163448
16010514080863244	30	0	2.9000	1.7000	0.1000	0.0000	27.4042000000	89.528334000	0.9000	18.4000	10.796000	0.10114
16010618103863742	29	0	0.5238	1.5714	0.0000	0.0000	46.6827142857	101.805555238	12.7619	17.5714	12.776190	0.04914762
16011009452968116	30	0	1.7826	1.2609	0.1739	0.0000	80.3101304348	106.279710000	23.1739	35.8261	8.387391	0.11202174
16011209032776697	27	1	27.7083	6.1667	0.2917	0.1667	73.0522083333	173.277777500	14.7500	24.7917	7.935417	0.3255375
16011209120879055	30	0	1.9667	4.3667	0.1000	0.0667	77.5290000000	92.150556333	7.0000	30.8667	8.146667	0.17467667
16011209135179515	35	0	1.5517	0.4483	0.4138	0.0345	43.4630344828	93.597126896	13.1379	27.8276	6.671379	0.04805172
16011409282719152	52	0	2.8261	1.1739	0.0000	0.0435	27.8128695652	80.007971304	1.4783	19.2174	8.286957	0.06618261
16011613111716659	28	1	0.2500	0.7500	0.0000	0.2500	40.4512500000	94.733335000	0.0000	18.0000	5.990000	0.042075
16011613244110917	30	1	1.5806	3.6452	0.4194	0.0968	105.4917096774	156.756989677	16.1290	34.6774	7.326774	0.20072903
16011909082913516	39	1	14.0000	1.7000	0.6500	0.0000	57.5475500000	118.888332000	4.5500	26.1500	6.995500	0.22815
16012110524816207	30	1	8.3667	1.0000	0.2000	0.0333	71.2541000000	152.641667000	8.1000	22.8333	15.230333	0.20580333
16012215275183106	27	1	4.9615	2.7692	0.2308	0.0385	83.8179230769	130.703845769	14.9615	32.5000	7.277308	0.18466923
16012218172381749	27	0	6.0323	5.8710	0.2903	0.0968	85.0140322581	174.093548709	41.4194	26.1613	7.891935	0.27072258
16012508582514978	50	1	2.6250	3.0000	0.8750	0.0000	140.2515000000	133.037498750	0.0000	47.7500	4.993750	0.2534
16012708593991447	35	0	1.0769	1.3846	0.2308	0.0000	30.2823076923	73.573077692	0.0000	16.0769	5.966923	0.08041538
16012709472993872	23	0	1.8333	1.5000	0.0417	0.1250	61.6592916667	99.875695000	15.7083	26.4167	4.608333	0.10575
16012916433193628	28	1	1.5238	0.7619	0.0000	0.0000	52.9797619048	84.601587619	39.6667	35.3810	6.771429	0.05420476
16013010120997406	36	1	1.0000	3.0769	0.1923	0.1923	83.8644230769	157.308333076	3.7692	23.3077	7.136538	0.16907692
16013014281090336	23	1	1.5333	2.0667	0.3333	0.0667	126.6642666667	227.591666333	40.1333	30.5333	11.142667	0.2633
16020113513598234	38	1	15.7419	11.2581	0.1290	0.3548	116.0289677419	280.790860000	46.8065	23.0000	14.806129	0.46535806
16020114082494233	33	1	39.4615	5.6154	0.8846	0.0769	93.6926538462	214.196795000	65.9231	24.4615	15.854231	0.46936923
16020508582481998	26	0	1.4500	1.0000	0.0000	0.0000	41.4644500000	98.239166000	7.6000	15.4500	6.647500	0.056745
16022118545869133	51	1	3.0357	1.1786	0.1071	0.0714	104.5852500000	156.017261785	11.1071	29.4286	5.772857	0.147725
16022218233428347	24	0	0.0870	0.8261	0.0000	0.0435	35.8910869565	82.146376956	13.4783	25.0870	9.370435	0.03932174
16022309123869873	34	0	1.3667	3.5667	0.0000	0.0667	34.2466333333	83.496111000	4.4333	23.6667	8.797000	0.11874333
16022313552668476	26	1	6.8000	2.2667	0.1000	0.0333	48.9622666667	121.938888333	9.0333	21.6333	7.742000	0.1823
16022416071567357	22	1	7.5556	2.5926	0.0741	0.0370	27.6369629630	67.862963703	17.2963	22.8889	9.677407	0.15813333
16022608551162549	49	1	0.5000	6.0000	0.5000	0.0000	341.5730000000	316.458332500	0.0000	58.7500	5.002500	0.521625
16022709172562737	39	0	0.8800	2.5600	0.3600	0.0000	66.9163600000	119.841332400	1.7600	25.4800	8.376000	0.144204
16022910490560267	32	1	1.2500	2.4286	0.0714	0.0714	76.4621785714	133.438096071	0.3929	29.3214	6.160000	0.13747143
16022912370561302	29	1	0.7391	1.4783	0.0000	0.0435	48.4717391304	125.594927391	6.0000	23.0870	6.865652	0.05284348
16022917270868666	43	1	4.5185	1.5556	0.2963	0.0741	44.1184074074	97.470988148	5.4444	24.4815	10.260370	0.15698889
16030108472467609	38	1	0.6452	1.0645	0.2581	0.0000	64.8829354839	134.904300967	7.6774	24.3548	7.286774	0.07945806
16030108504668680	30	0	3.7241	3.3103	0.1034	0.0345	35.8414482759	90.676436896	15.4828	22.1379	9.590690	0.14615517
16030108524369337	31	1	0.3636	1.8182	0.0000	0.0455	14.6521818182	64.854545000	0.0000	12.8182	12.182727	0.02981818
16030117504942688	28	1	0.9333	2.1000	0.2000	0.0667	76.4616000000	133.884444000	10.9000	28.7000	11.098333	0.15941667
16030214432032028	28	1	8.3000	3.8333	0.2667	0.0667	39.9331000000	94.277223000	5.2333	24.4000	8.270000	0.18027333
16030308584937249	26	1	0.9355	0.5806	0.1290	0.0000	60.1801612903	95.737096774	1.2581	35.8065	5.955806	0.04934516
16030510371096818	35	1	0.3793	1.4828	0.0345	0.0345	39.4770000000	73.227011379	8.4828	27.6207	9.570345	0.06867931
16030608392298538	29	0	5.2917	2.0000	0.1250	0.0833	27.6281666667	82.148610833	5.9167	16.6667	9.410000	0.1344375
16030608462990486	29	0	2.0435	2.4348	0.3478	0.0000	19.7606521739	44.785507826	6.1304	25.6957	8.965217	0.08397391
16030613050897640	32	1	14.7931	3.2414	0.0345	0.0000	38.2728275862	113.611494827	9.0000	18.1034	13.323793	0.24741724
16030716322495937	39	1	0.3462	1.8077	0.0769	0.0385	95.3136923077	153.152563461	23.3462	27.3846	8.704231	0.17466923
16030820485691017	22	1	1.3548	1.1935	0.0323	0.0323	35.4554516129	104.725268709	24.7097	18.9355	8.389677	0.08245484
16030915375248671	42	1	0.5000	0.8462	0.0385	0.1923	26.3470769231	75.283974615	2.0000	19.8846	11.622308	0.07014231
16031210584548376	40	1	1.0323	1.5161	0.0323	0.0000	58.7239677419	126.889784516	7.8387	23.0645	10.463871	0.09209677
16031211111742094	35	0	7.7742	2.0968	0.0000	0.0000	30.8581612903	105.399462258	2.7097	14.2581	14.338387	0.23319032
16031314454387453	26	1	1.7241	0.6897	0.1379	0.0000	26.4243793103	85.231609655	6.2759	16.6552	9.288621	0.05005172
16031314485088272	32	0	2.4828	2.7931	0.3448	0.0000	66.4134482759	153.413218965	16.8276	25.6207	8.357586	0.15325517
16031508562880184	30	1	3.3571	3.1429	0.3571	0.1429	81.6595000000	114.389285000	10.0714	35.7143	6.599286	0.24259286
16031508592981966	29	0	1.8667	5.6667	0.2667	0.1667	72.4199000000	197.853888333	16.9333	19.8000	8.448000	0.25159667
16031512282885131	47	1	0.1429	0.7857	0.0000	0.0357	55.2145714286	128.857143214	0.0000	20.2500	10.993929	0.04936429
16031512540580929	28	1	4.1250	2.9167	0.0000	0.1250	17.5257083333	77.093750416	4.2917	12.7917	14.544583	0.1728625
